Source,Nom,Secteur,Ville,Téléphone,Email,Note Google,Nb Avis,Points Forts,Problème,Accroche,Site web,Adresse,URL Maps,Gamme Prix,Services,Editorial,Citation Neg
Immo,Cabinet AD VALOREM - Charles-Henri VERGEAU - Conseil en gestion de patrimoine,Gestionnaire de biens,Marseille,07 88 39 81 11,NON TROUVÉ,5.0,83,"excellent, parfait, écoute, professionnel",—,"Cabinet AD VALOREM - Charles-Henri VERGEAU - Conseil en gestion de patrimoine : 83 avis Google | ✅ Force : excellent, parfait, écoute, professionnel | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"180 Av. du Prado, 13008 Marseille, France",📍 Voir sur Maps,ÉLEVÉ,,,
Immo,Guillaume Lombardet - VestaMB,Agent immobilier,Dijon,07 55 25 34 49,NON TROUVÉ,4.9,76,"disponible, excellent, recommande, écoute",—,"Guillaume Lombardet - VestaMB : 76 avis Google | ✅ Force : disponible, excellent, recommande, écoute | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"84 Rue du Faubourg Saint-Martin, 21121 Fontaine-lès-Dijon, France",📍 Voir sur Maps,ÉLEVÉ,,,
Immo,RESIDEO IMMOBILIER - ROND POINT DE RENNES - SCHUMAN,Mandataire immobilier,Nantes,06 65 27 74 47,NON TROUVÉ,4.6,75,"rapide, sérieux, parfait, recommande",problème,"RESIDEO IMMOBILIER - ROND POINT DE RENNES - SCHUMAN : 75 avis Google | ✅ Force : rapide, sérieux, parfait, recommande | ⚠️ Plaintes : problème → angle d'accroche | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"106 Bd Robert Schuman, 44300 Nantes, France",📍 Voir sur Maps,ÉLEVÉ,,,"J’ai acheté une maison avec cet agent, M. Mickael Marchand (le directeur), et mon expérience a été catastrophique. Il ne m’a pas bien conseillé sur le fait qu’une partie de la cuisine n’était pas intégrée dans le mur. Lo…"
Immo,DE BAZELAIRE IMMOBILIER,Agence immobilière,Avignon,06 74 36 24 77,NON TROUVÉ,4.9,72,"rapide, professionnel, sérieux, service",—,"DE BAZELAIRE IMMOBILIER : 72 avis Google | ✅ Force : rapide, professionnel, sérieux, service | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"2 Av. du Blanchissage, 84000 Avignon, France",📍 Voir sur Maps,ÉLEVÉ,,,
Immo,AF PATRIMONIUM : Courtier en prêts immobiliers & assurances de prêts / Gestion de patrimoine,Administrateur de biens,Besançon,06 19 02 42 47,NON TROUVÉ,5.0,64,"disponible, réactif, excellent, confiance",—,"AF PATRIMONIUM : Courtier en prêts immobiliers & assurances de prêts / Gestion de patrimoine : 64 avis Google | ✅ Force : disponible, réactif, excellent, confiance | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"9 Rue de la Mouillère, 25000 Besançon, France",📍 Voir sur Maps,ÉLEVÉ,,,
Immo,Cyprien Molamma - Chasseur immobilier,Mandataire immobilier,Lyon,06 69 65 89 57,NON TROUVÉ,5.0,63,"disponible, réactif, écoute, service",—,"Cyprien Molamma - Chasseur immobilier : 63 avis Google | ✅ Force : disponible, réactif, écoute, service | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"6 Rue Saint-Lazare, 69007 Lyon, France",📍 Voir sur Maps,ÉLEVÉ,,,
Immo,Toit pour toi : Agence Immobilière,Agence immobilière,Amiens,07 67 07 19 08,NON TROUVÉ,4.4,58,"professionnel, sérieux, recommande, écoute",—,"Toit pour toi : Agence Immobilière : 58 avis Google | ✅ Force : professionnel, sérieux, recommande, écoute | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"à, 1 Rue Robert de Luzarches, 80000 Amiens, France",📍 Voir sur Maps,ÉLEVÉ,,,
Immo,SCI La Douste Company,Location saisonnière gestion,Nantes,07 82 87 95 52,NON TROUVÉ,4.9,58,"professionnel, sérieux, efficace, parfait",—,"SCI La Douste Company : 58 avis Google | ✅ Force : professionnel, sérieux, efficace, parfait | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"23 Rue Albert Calmette, 44300 Nantes, France",📍 Voir sur Maps,ÉLEVÉ,,,
Immo,Géraldine GUILLEN - Agent Immobilier,Mandataire immobilier,Lyon,06 26 15 21 02,REP PAS,5.0,57,"professionnel, rapide, recommande, sérieux",—,"Géraldine GUILLEN - Agent Immobilier : 57 avis Google | ✅ Force : professionnel, rapide, recommande, sérieux | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"2 Chem. des Mouilles, 69290 Grézieu-la-Varenne, France",📍 Voir sur Maps,ÉLEVÉ,,,
Immo,Claire GESUALDI chasseur immobilier à Marseille,Agent immobilier,Marseille,06 62 36 53 83,appeler MERCREDI OU MARDI,5.0,52,"parfait, recommande, rapide, professionnel",—,"Claire GESUALDI chasseur immobilier à Marseille : 52 avis Google | ✅ Force : parfait, recommande, rapide, professionnel | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"22 Bd de Roux, 13004 Marseille, France",📍 Voir sur Maps,,,,
Immo,Eurl Lefranc Immobilier,Location saisonnière gestion,Reims,06 08 84 33 69,NON TROUVÉ,3.1,58,"sérieux, parfait, confiance, rapide",—,"Eurl Lefranc Immobilier : 58 avis Google | ✅ Force : sérieux, parfait, confiance, rapide | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"8 Rue du Marc, 51100 Reims, France",📍 Voir sur Maps,MOYEN,,,
Immo,Mélissa RIVIERE - Conseils et stratégies en gestion de patrimoine - Gradignan,Gestionnaire de biens,Bordeaux,06 44 32 00 39,NON TROUVÉ,5.0,47,"parfait, recommande, confiance, service",—,"Mélissa RIVIERE - Conseils et stratégies en gestion de patrimoine - Gradignan : 47 avis Google | ✅ Force : parfait, recommande, confiance, service | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"34 Rue de Cénac, 33100 Bordeaux, France",📍 Voir sur Maps,MOYEN,,,
Immo,SYCOMORE CONSULTING,Gestionnaire de biens,Mulhouse,06 43 95 67 16,NON TROUVÉ,5.0,41,"professionnel, compétent, recommande, service",—,"SYCOMORE CONSULTING : 41 avis Google | ✅ Force : professionnel, compétent, recommande, service | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"34 Av. Clemenceau, 68100 Mulhouse, France",📍 Voir sur Maps,MOYEN,,,
Immo,Stéphanie LION GUATNAOUI,Mandataire immobilier,Grenoble,06 30 96 58 75,NON TROUVÉ,5.0,39,"professionnel, sérieux, efficace, disponible",—,"Stéphanie LION GUATNAOUI : 39 avis Google | ✅ Force : professionnel, sérieux, efficace, disponible | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"11 Rue Dr Schweitzer, 38100 Grenoble, France",📍 Voir sur Maps,MOYEN,,,
Immo,"Géraldine PUJOL - Gestion Patrimoine, Conseils financiers & Stratégies d' Investissements",Gestionnaire de biens,Aix-en-Provence,06 08 05 12 61,NON TROUVÉ,5.0,39,"excellent, parfait, recommande, qualité",—,"Géraldine PUJOL - Gestion Patrimoine, Conseils financiers & Stratégies d' Investissements : 39 avis Google | ✅ Force : excellent, parfait, recommande, qualité | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"8 Avenue des infirmeries Aix en pce Bureaux à l' Atrium bat A2 à 13590 Meyreuil, 13100 Aix-en-Provence, France",📍 Voir sur Maps,MOYEN,,,
Immo,SYLVAIN & VIRGINIE,Agent immobilier,Poitiers,06 73 59 87 13,NON TROUVÉ,5.0,38,"professionnel, disponible, recommande, écoute",—,"SYLVAIN & VIRGINIE : 38 avis Google | ✅ Force : professionnel, disponible, recommande, écoute | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"17 Rue Carnot, 86000 Poitiers, France",📍 Voir sur Maps,MOYEN,,,
Immo,Iaca Patrimoine & Immobilier,Agence immobilière,Avignon,06 63 42 61 62,NON TROUVÉ,4.7,37,"professionnel, écoute, recommande, agréable",—,"Iaca Patrimoine & Immobilier : 37 avis Google | ✅ Force : professionnel, écoute, recommande, agréable | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"37 Rte de Lyon, 84000 Avignon, France",📍 Voir sur Maps,MOYEN,,,
Immo,Casa M Immobilier Marseille - Gestion Locative,Gestionnaire de biens,Marseille,06 46 60 59 47,NON TROUVÉ,5.0,37,"professionnel, disponible, recommande, confiance",—,"Casa M Immobilier Marseille - Gestion Locative : 37 avis Google | ✅ Force : professionnel, disponible, recommande, confiance | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"Le Square Saint Eloi, 22 Rue Saint-Éloi Bat E, 13005 Marseille, France",📍 Voir sur Maps,MOYEN,,,
Immo,Lise Aquilina Immobilier,Agence immobilière,Clermont-Ferrand,06 44 30 63 95,NON TROUVÉ,5.0,36,"écoute, professionnel, disponible, confiance",—,"Lise Aquilina Immobilier : 36 avis Google | ✅ Force : écoute, professionnel, disponible, confiance | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"35 Rue Gonod, 63000 Clermont-Ferrand, France",📍 Voir sur Maps,MOYEN,,,
Immo,My Biarritz Property - Agence Immobilière,Agence immobilière,Biarritz,06 43 87 17 92,NON TROUVÉ,4.9,34,"disponible, excellent, confiance, professionnel",—,"My Biarritz Property - Agence Immobilière : 34 avis Google | ✅ Force : disponible, excellent, confiance, professionnel | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"5 Av. Jaulerry, 64200 Biarritz, France",📍 Voir sur Maps,MOYEN,,,
Immo,Yoann BERARD Conseiller immobilier,Mandataire immobilier,Valence,06 78 22 90 87,NON TROUVÉ,5.0,34,"rapide, sérieux, écoute, professionnel",—,"Yoann BERARD Conseiller immobilier : 34 avis Google | ✅ Force : rapide, sérieux, écoute, professionnel | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"114B Av. de Lyon, 07500 Guilherand-Granges, France",📍 Voir sur Maps,MOYEN,,,
Immo,Mathieu Philipon Immobilier,Agent immobilier,Orléans,06 59 35 85 93,NON TROUVÉ,5.0,33,"disponible, réactif, excellent, recommande",—,"Mathieu Philipon Immobilier : 33 avis Google | ✅ Force : disponible, réactif, excellent, recommande | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"116 Rue des Anguignis, 45100 Orléans, France",📍 Voir sur Maps,MOYEN,,,
Immo,Sandrine Berger – Agent immobilier Langres,Mandataire immobilier,Dijon,06 61 20 51 03,NON TROUVÉ,5.0,33,"professionnel, efficace, confiance, rapide",—,"Sandrine Berger – Agent immobilier Langres : 33 avis Google | ✅ Force : professionnel, efficace, confiance, rapide | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"29 Rue Claude Guerin, 52160 Perrogney-les-Fontaines, France",📍 Voir sur Maps,MOYEN,,,
Immo,Sylvie ROUGIER IMMOBILIER - Venelles et Pays d'Aix - My Project Immo by EFFICITY,Mandataire immobilier,Aix-en-Provence,06 20 34 33 04,NON TROUVÉ,4.9,33,"disponible, qualité, professionnel, rapide",—,"Sylvie ROUGIER IMMOBILIER - Venelles et Pays d'Aix - My Project Immo by EFFICITY : 33 avis Google | ✅ Force : disponible, qualité, professionnel, rapide | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"quartier les cabassols, 13770 Venelles, France",📍 Voir sur Maps,MOYEN,,,
Immo,Immobilier sur Cour,Agent immobilier,Saint-Étienne,06 22 03 18 72,NON TROUVÉ,4.9,29,"professionnel, excellent, recommande, confiance",—,"Immobilier sur Cour : 29 avis Google | ✅ Force : professionnel, excellent, recommande, confiance | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"19 Cr Fauriel, 42100 Saint-Étienne, France",📍 Voir sur Maps,MOYEN,,,
Immo,Jérôme Durand Immobilier,Agence immobilière,Avignon,06 70 87 47 40,NON TROUVÉ,5.0,27,"sérieux, efficace, disponible, confiance",—,"Jérôme Durand Immobilier : 27 avis Google | ✅ Force : sérieux, efficace, disponible, confiance | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"17 Bd Champfleury, 84000 Avignon, France",📍 Voir sur Maps,MOYEN,,,
Immo,LA CONCIERGERIE ANGEVINE,Location saisonnière gestion,Angers,07 82 67 26 92,NON TROUVÉ,4.9,27,"excellent, recommande, qualité, rapide",—,"LA CONCIERGERIE ANGEVINE : 27 avis Google | ✅ Force : excellent, recommande, qualité, rapide | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"4 Rue Valdemaine, 49100 Angers, France",📍 Voir sur Maps,MOYEN,,,
Immo,Dunkerque Conciergerie,Location saisonnière gestion,Dunkerque,07 76 78 70 45,NON TROUVÉ,4.7,27,"parfait, recommande, service, excellent",—,"Dunkerque Conciergerie : 27 avis Google | ✅ Force : parfait, recommande, service, excellent | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"Pl. Turenne, 59240 Dunkerque, France",📍 Voir sur Maps,MOYEN,,,
Immo,Fabien OGER,Mandataire immobilier,Rennes,06 08 93 57 49,NON TROUVÉ,4.9,26,"professionnel, réactif, agréable, efficace",—,"Fabien OGER : 26 avis Google | ✅ Force : professionnel, réactif, agréable, efficace | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"81 Mail François Mitterrand, 35000 Rennes, France",📍 Voir sur Maps,MOYEN,,,
Immo,Loc'Apparts - Location d'appartements,Location saisonnière gestion,Limoges,06 23 55 94 82,NON TROUVÉ,2.0,25,—,"problème, lent, mauvais, mensonge","Loc'Apparts - Location d'appartements : 25 avis Google | ⚠️ Plaintes : problème, lent, mauvais, mensonge → angle d'accroche | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"19 Av. Georges et Valentin Lemoine, 87000 Limoges, France",📍 Voir sur Maps,MOYEN,,,"Faites attention si vous passez par cette agence, leurs annonces ne correspondent pas du tout aux logements proposé. Je devais visiter un appartement a 460€, avec de très belles photos, je me suis retrouvé a visiter 2 ap…"
Immo,Florent Liekens Immobilier,Agent immobilier,Clermont-Ferrand,07 85 52 92 94,NON TROUVÉ,5.0,24,"disponible, professionnel, réactif, recommande",—,"Florent Liekens Immobilier : 24 avis Google | ✅ Force : disponible, professionnel, réactif, recommande | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"9 Rue Jean Monnet, 63100 Clermont-Ferrand, France",📍 Voir sur Maps,MOYEN,,,
Immo,IAD Isabelle Davous-Toral,Mandataire immobilier,Pau,06 16 93 63 06,NON TROUVÉ,4.7,24,"professionnel, recommande, écoute, disponible",—,"IAD Isabelle Davous-Toral : 24 avis Google | ✅ Force : professionnel, recommande, écoute, disponible | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"21 All. du Pic d'Anie, 64140 Lons, France",📍 Voir sur Maps,MOYEN,,,
Immo,Agence Immobilière - Lille Gestion Immobilière,Agence immobilière,Lille,07 83 06 24 73,NON TROUVÉ,5.0,23,"parfait, recommande, écoute, qualité",—,"Agence Immobilière - Lille Gestion Immobilière : 23 avis Google | ✅ Force : parfait, recommande, écoute, qualité | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"157 Rue Léon Gambetta, 59000 Lille, France",📍 Voir sur Maps,MOYEN,,,
Immo,NKT Immobilier - Nikita Legrand,Mandataire immobilier,Tours,07 66 23 10 10,NON TROUVÉ,5.0,23,"compétent, parfait, recommande, sérieux",—,"NKT Immobilier - Nikita Legrand : 23 avis Google | ✅ Force : compétent, parfait, recommande, sérieux | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"10 Rue de Jérusalem, 37000 Tours, France",📍 Voir sur Maps,MOYEN,,,
Immo,FACILAD,Administrateur de biens,Clermont-Ferrand,06 52 65 92 35,NON TROUVÉ,5.0,23,"professionnel, sérieux, efficace, recommande",—,"FACILAD : 23 avis Google | ✅ Force : professionnel, sérieux, efficace, recommande | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"16 Rue des Frères Lumière, 63100 Clermont-Ferrand, France",📍 Voir sur Maps,MOYEN,,,
Immo,1Stays Apartments - Marlot,Location saisonnière gestion,Reims,07 68 92 87 75,NON TROUVÉ,4.4,23,"parfait, recommande, agréable",—,"1Stays Apartments - Marlot : 23 avis Google | ✅ Force : parfait, recommande, agréable | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"7 Rue Marlot, 51100 Reims, France",📍 Voir sur Maps,MOYEN,,,
Immo,Anne-Sophie Denibaud,Mandataire immobilier,La Rochelle,06 31 05 40 20,NON TROUVÉ,5.0,21,"excellent, confiance, qualité, efficace",—,"Anne-Sophie Denibaud : 21 avis Google | ✅ Force : excellent, confiance, qualité, efficace | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"15 Rue des Loriots, 17180 Périgny, France",📍 Voir sur Maps,MOYEN,,,
Immo,ACL CONSEIL IMMOBILIER Poitiers,Agence immobilière,Poitiers,07 49 36 93 34,NON TROUVÉ,4.0,20,"recommande, écoute, qualité, service","déçu, réponse","ACL CONSEIL IMMOBILIER Poitiers : 20 avis Google | ✅ Force : recommande, écoute, qualité, service | ⚠️ Plaintes : déçu, réponse → angle d'accroche | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"115 Av. du Plt des Glières, 86000 Poitiers, France",📍 Voir sur Maps,MOYEN,,,Très déçue. Manque de professionnalisme totale. Réponse au mail quand ils ont envie malgré une offre d’achat immobilier. Pas de réponse au téléphone. J’ai loupé la maison où j’avais un « coup de cœur » à cause d’eux. Je …
Immo,CM Conciergerie,Location saisonnière gestion,Nîmes,06 15 34 07 79,NON TROUVÉ,4.8,20,"disponible, recommande, agréable, excellent",—,"CM Conciergerie : 20 avis Google | ✅ Force : disponible, recommande, agréable, excellent | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"6 Rue des Marronniers, 30000 Nîmes, France",📍 Voir sur Maps,MOYEN,,,
Immo,À la bonne sonnette - Conciergerie,Location saisonnière gestion,Mulhouse,06 83 80 60 24,NON TROUVÉ,5.0,20,"recommande, qualité, service, agréable",—,"À la bonne sonnette - Conciergerie : 20 avis Google | ✅ Force : recommande, qualité, service, agréable | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"4 Rue Poincaré, 68100 Mulhouse, France",📍 Voir sur Maps,MOYEN,,,
Immo,Boostmyflat Conciergerie Airbnb Marseille,Location saisonnière gestion,Marseille,07 67 09 99 85,NON TROUVÉ,5.0,19,"sérieux, recommande, confiance, service",—,"Boostmyflat Conciergerie Airbnb Marseille : 19 avis Google | ✅ Force : sérieux, recommande, confiance, service | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"25 Bd du Collet, 13008 Marseille, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Conciergerie Montpellier Hostnfly,Location saisonnière gestion,Montpellier,06 13 20 38 83,NON TROUVÉ,5.0,18,"excellent, recommande, réactif, écoute",—,"Conciergerie Montpellier Hostnfly : 18 avis Google | ✅ Force : excellent, recommande, réactif, écoute | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"11 Rue Cité Benoît, 34000 Montpellier, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Cléa Immobilier,Agent immobilier,Reims,06 68 64 70 11,NON TROUVÉ,5.0,17,"disponible, recommande, écoute, professionnel",—,"Cléa Immobilier : 17 avis Google | ✅ Force : disponible, recommande, écoute, professionnel | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"6 Bd de la Paix, 51100 Reims, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Suisse Immo L'ISLE-SUR-LE-DOUBS,Mandataire immobilier,Besançon,06 32 68 38 52,NON TROUVÉ,4.8,16,"recommande, écoute, professionnel, réactif",—,"Suisse Immo L'ISLE-SUR-LE-DOUBS : 16 avis Google | ✅ Force : recommande, écoute, professionnel, réactif | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"Rue du Magny, 25250 L'Isle-sur-le-Doubs, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Phénix Riviera conciergerie Cannes,Location saisonnière gestion,Cannes,06 40 94 43 09,NON TROUVÉ,5.0,16,"recommande, service, professionnel, confiance",—,"Phénix Riviera conciergerie Cannes : 16 avis Google | ✅ Force : recommande, service, professionnel, confiance | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"108 Av. Maurice Chevalier, 06150 Cannes, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Ciel Azur Immobilier,Promoteur immobilier,Grenoble,06 15 72 30 82,NON TROUVÉ,4.7,15,"confiance, professionnel, disponible, écoute",—,"Ciel Azur Immobilier : 15 avis Google | ✅ Force : confiance, professionnel, disponible, écoute | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"11 avenue Paul Verlaine, 6 rue Duguesclin, 38100 Grenoble, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Steeve Sciarli Immobilier,Mandataire immobilier,Aix-en-Provence,06 68 81 77 00,NON TROUVÉ,5.0,13,"rapide, professionnel, réactif, compétent",—,"Steeve Sciarli Immobilier : 13 avis Google | ✅ Force : rapide, professionnel, réactif, compétent | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"475 Av. Pierre Puget, 13880 Velaux, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Robin Chazalon – Agent immobilier Pays Basque,Administrateur de biens,Biarritz,06 09 65 07 30,NON TROUVÉ,5.0,13,"rapide, recommande, écoute, efficace",—,"Robin Chazalon – Agent immobilier Pays Basque : 13 avis Google | ✅ Force : rapide, recommande, écoute, efficace | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"Rue du Ctre, 64200 Biarritz, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Avignon-intramuros,Administrateur de biens,Avignon,06 03 68 99 24,NON TROUVÉ,4.5,13,agréable,—,Avignon-intramuros : 13 avis Google | ✅ Force : agréable | 🔥 0 site web → perd des mandats chaque jour,AUCUN,"17 Rue de la Croix, 84000 Avignon, France",📍 Voir sur Maps,À QUALIFIER,,,Décevant. Malgré une histoire et une architecture exceptionnelles.
Immo,Riviera Harmony Conciergerie,Location saisonnière gestion,Cannes,06 09 09 29 49,NON TROUVÉ,4.7,13,"recommande, écoute, parfait, qualité",—,"Riviera Harmony Conciergerie : 13 avis Google | ✅ Force : recommande, écoute, parfait, qualité | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"10 Av. de Vallauris, 06400 Cannes, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,BCB CONCEPT,Administrateur de biens,Strasbourg,07 82 67 61 13,NON TROUVÉ,4.7,12,"professionnel, recommande, compétent, service",—,"BCB CONCEPT : 12 avis Google | ✅ Force : professionnel, recommande, compétent, service | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"7 Rue de la Krutenau, 67000 Strasbourg, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,AP EXPERT GESTION CONSULTING Mathieu Polo/Alouis Emmanuel,Administrateur de biens,Limoges,06 66 87 30 29,NON TROUVÉ,5.0,12,"parfait, professionnel, excellent, écoute",—,"AP EXPERT GESTION CONSULTING Mathieu Polo/Alouis Emmanuel : 12 avis Google | ✅ Force : parfait, professionnel, excellent, écoute | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"63 Rue Montmailler, 87000 Limoges, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,E.T Secrétariat - Assistante virtuelle,Administrateur de biens,Orléans,07 63 19 58 79,NON TROUVÉ,4.8,12,"recommande, service, rapide, professionnel",mauvais,"E.T Secrétariat - Assistante virtuelle : 12 avis Google | ✅ Force : recommande, service, rapide, professionnel | ⚠️ Plaintes : mauvais → angle d'accroche | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"11 Bd Alexandre Martin, 45000 Orléans, France",📍 Voir sur Maps,À QUALIFIER,,,"Edit du 02/11 Après plusieurs mois ou tout se passait bien, je découvre au fur et à mesure des erreurs, qui n'existaient pas avant et qui mettent à mal non seulement mon organisation mais aussi mon entreprise. J'en décou…"
Immo,Agence Bisontine Immobiliere,Location saisonnière gestion,Besançon,06 62 80 43 37,NON TROUVÉ,3.7,12,"professionnel, recommande, écoute","réponse, délai, cher","Agence Bisontine Immobiliere : 12 avis Google | ✅ Force : professionnel, recommande, écoute | ⚠️ Plaintes : réponse, délai, cher → angle d'accroche | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"5 Rue de l'École, 25000 Besançon, France",📍 Voir sur Maps,À QUALIFIER,,,"Agence fantôme, j'ai eu un agent au téléphone pour visiter un appart. Rdv pris une après-midi à 17h. L'agent n'est jamais venu et n'a même pas prévenu d'un éventuel retard. Pour des frais d'agence exorbitants, on pourrai…"
Immo,PARDIMMO,Mandataire immobilier,Marseille,06 16 40 61 00,NON TROUVÉ,5.0,10,"professionnel, efficace, disponible, recommande",—,"PARDIMMO : 10 avis Google | ✅ Force : professionnel, efficace, disponible, recommande | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"232 Av. de Montolivet, 13012 Marseille, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,L’Étude Administrative,Administrateur de biens,Avignon,07 81 31 47 12,NON TROUVÉ,5.0,10,"professionnel, recommande, excellent, écoute",—,"L’Étude Administrative : 10 avis Google | ✅ Force : professionnel, recommande, excellent, écoute | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"93 Av. Saint-Ruf, 84000 Avignon, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Amanda Hureau - Gestion Locative Adaptée ~ Groupement de Coopération Sociale et Médico-Sociale « Un chez-soi d’abord » REIMS,Agence immobilière,Reims,07 75 66 10 42,NON TROUVÉ,5.0,9,"efficace, disponible, écoute, rapide",—,"Amanda Hureau - Gestion Locative Adaptée ~ Groupement de Coopération Sociale et Médico-Sociale « Un chez-soi d’abord » REIMS : 9 avis Google | ✅ Force : efficace, disponible, écoute, rapide | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"2 Rue de Courcelles, 51100 Reims, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,OCITY Pays Basque Sud Landes,Agence immobilière,Bayonne,07 62 45 44 95,NON TROUVÉ,5.0,9,"compétent, recommande, écoute, professionnel",—,"OCITY Pays Basque Sud Landes : 9 avis Google | ✅ Force : compétent, recommande, écoute, professionnel | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"2 Rue Raoul Perpere, 64100 Bayonne, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Loggia Conciergerie,Location saisonnière gestion,Marseille,07 82 99 43 18,NON TROUVÉ,5.0,9,"confiance, disponible, service, sérieux",—,"Loggia Conciergerie : 9 avis Google | ✅ Force : confiance, disponible, service, sérieux | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"21 Rue André Poggioli, 13006 Marseille, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Louer & Gérer - Gestion Locative,Location saisonnière gestion,Montpellier,06 72 36 23 38,NON TROUVÉ,4.2,9,"professionnel, disponible, recommande, écoute",injoignable,"Louer & Gérer - Gestion Locative : 9 avis Google | ✅ Force : professionnel, disponible, recommande, écoute | ⚠️ Plaintes : injoignable → angle d'accroche | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"80 Pl. Georges Frêche, 34000 Montpellier, France",📍 Voir sur Maps,À QUALIFIER,,,"5 mois sans location !???? Injoignable par téléphone ? Beaucoup d'incompréhension depuis quelques mois , en cours de transition d une nouvelle entreprise, je suis dans le questionnement en temps que propriétaire. Donc j'…"
Immo,PatrIMMOnium,Promoteur immobilier,Marseille,06 10 25 93 75,NON TROUVÉ,5.0,9,"qualité, service, recommande",—,"PatrIMMOnium : 9 avis Google | ✅ Force : qualité, service, recommande | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"137 Rue Paradis, 13006 Marseille, France",📍 Voir sur Maps,À QUALIFIER,,,
